name,section,current_bucket,primary,flags,next_action,rationale,provisional_add,decomposition
Far Reverse Swirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,swirl(3) = 3
Far Reverse Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,3,whirl(3) = 3
Furious Butterfly Swirl (Tsunami),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Furious Double Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Furious Drifter,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Eggbeater,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Illusion (Fission),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Symposium Eggbeater (Walrus),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Symposium Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Furious Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Illusioning Symp. Illusioning Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; tokens now settled,every token resolves to a settled operator; flag is stale,,
Inspinning Reverse Guay,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,2,guay(2) = 2
Nuclear,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear DLO (Terminator),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Double Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Drifter (69),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Ducking Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Ducking Mirage (Sumo Thong),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Nova,frontier,Needs Authoring (frontier),Needs Curator Review,verification_needed,Curator identifies the unresolved base/reading,unresolved token(s): nova,,
Nuclear Osis,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear Osis (Nucleosis) (Aeon Flux) (Paradox Flux),frontier,Needs Authoring (frontier),Needs Curator Review,duplicate_or_alias_candidate|verification_needed,Curator selects canonical identity among candidates,multiple candidate identities (3 folk aliases),,
Nuclear far Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear far Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear near Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Butterfly (Barfry),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Dyno,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Dyno (Godzilla),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Guay,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Reverse Guay,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Reverse Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Whirl (Hurl),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Paradox Blurry Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Paradox Whirling Rake,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,whirling(+1) + paradox(+1) + rake(2) = 4
Pixie Leg Over,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Barfly,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Barrage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Blender,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Clipper,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo DLO,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Da Da Curve,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Drifter,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Eggbeater,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Motion,frontier,Needs Authoring (frontier),Doctrine Blocked,,Red ruling / operator definition pending: motion,undefined or open-doctrine operator (motion),,
Pogo Paradox Barrage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Blender,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Blender (Pogo Op Blender),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Da Da Curve,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Paradox Da Da Curve (Pogo Op Da Da Curve),frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Paradox Drifter,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Eggbeater,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Torque,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Torque (Pogo Op Torque),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Whirling Swirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Whirling Swirl (Pogo Op Whirling Swirl),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Torque,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Voodoo,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Whirling Swirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo far Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,,
Pogo ss Clipper,frontier,Needs Authoring (frontier),Parser Limitation,positional_variant,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo ss Flail,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Symposium Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Quantum Reverse Guay,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (parser-ambiguity),,
Rev. Swirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,swirl(3) = 3
Reverse Blender,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,blender(4) = 4
Reverse Magellan,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,magellan(3) = 3
Reverse Torque,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,torque(4) = 4
Reverse Whirling Rake,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,whirling(+1) + rake(2) = 3
Shooting Barfly (Porn Star),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Clipper,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting DLO,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting Da Da Curve,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting Eggbeater,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Eggbeater (Red Wetter),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Gyro Mirage (Cyclone),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Star,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting Torque,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Clipper,frontier,Needs Authoring (frontier),Parser Limitation,positional_variant,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Spyro Gyro,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,2,gyro(+1) + spyro(1) = 2
Symp. Illusioning Illusioning Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; tokens now settled,every token resolves to a settled operator; flag is stale,,
Symposium Furious Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Terraging Opposite Clipper,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Terraging Same Clipper,frontier,Needs Authoring (frontier),Ready for Authoring,duplicate_or_alias_candidate,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Toe Flurry,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,flurry(4) = 4
Toe Mobius,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,mobius(5) = 5
Toe Ripwalk,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,ripwalk(4) = 4
Toe near Barrage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,barrage(3) = 3
Toe near Flurry,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,flurry(4) = 4
Butterfly Gyro Toe,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,gyro(+1) + butterfly(3) = 4
Clipper Diving near Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,diving(+1) + whirl(3) = 4
Clipper Ducking far Blender,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,ducking(+1) + blender(4) = 5
Clipper Ducking far Drifter,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,4,ducking(+1) + drifter(3) = 4
Clipper Ducking far Symp. Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,5,ducking(+1) + symposium(+1) + whirl(3) = 5
Clipper Ducking far Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,4,ducking(+1) + whirl(3) = 4
Clipper far Symp Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,4,symposium(+1) + whirl(3) = 4
Diving Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,diving(+1) + swirl(3) = 4
Ducking Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,ducking(+1) + guay(2) = 3
Fairy Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,fairy(+1) + guay(2) = 3
Fairy Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,fairy(+1) + swirl(3) = 4
Fairy Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,fairy(+1) + whirl(3) = 4
Fairy ss Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,fairy(+1) + guay(2) = 3
Fairy ss Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,fairy(+1) + swirl(3) = 4
Fairy ss Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,fairy(+1) + whirl(3) = 4
Gyro Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,gyro(+1) + guay(2) = 3
Gyro Torque,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,gyro(+1) + torque(4) = 5
Miraging far Legover,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,miraging(+1) + legover(2) = 3
Paradox Symposium Whirling Rake,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,whirling(+1) + paradox(+1) + symposium(+1) + rake(2) = 5
Pixie Miraging Symposium Miraging Legover,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,6,pixie(+1) + miraging(+1) + symposium(+1) + miraging(+1) + legover(2) = 6
Pixie Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,pixie(+1) + guay(2) = 3
Pixie Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + swirl(3) = 4
Pixie Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + whirl(3) = 4
Pixie Same Side Illusion,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,pixie(+1) + illusion(2) = 3
Pixie far Butterfly,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + butterfly(3) = 4
Pixie far Drifter,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,4,pixie(+1) + drifter(3) = 4
Pixie near Butterfly,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + butterfly(3) = 4
Pixie near Drifter,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + drifter(3) = 4
Pixie ss Drifter,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + drifter(3) = 4
Pixie ss Illusion,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,pixie(+1) + illusion(2) = 3
Pixie ss Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,pixie(+1) + guay(2) = 3
Pixie ss Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + swirl(3) = 4
Pixie ss Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|duplicate_or_alias_candidate,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,pixie(+1) + whirl(3) = 4
Reverse Swirling Blender,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,swirling(+1) + blender(4) = 5
Reverse Swirling Osis,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,swirling(+1) + osis(3) = 4
Reverse Swirling PS Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,6,swirling(+1) + paradox(+1) + symposium(+1) + whirl(3) = 6
Reverse Swirling Paradox Torque,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,6,swirling(+1) + paradox(+1) + torque(4) = 6
Reverse Swirling Pickup,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,swirling(+1) + pickup(2) = 3
Reverse Swirling Symposium Mirage,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,swirling(+1) + symposium(+1) + mirage(2) = 4
Reverse Whirling Twirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,whirling(+1) + twirl(4) = 5
Spinning Paradox Miraging Symposium Torque,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,8,spinning(+1) + paradox(+1) + miraging(+1) + symposium(+1) + torque(4) = 8
Spinning Paradox Symposium Whirling Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + whirling(+1) + paradox(+1) + symposium(+1) + swirl(3) = 7
Spinning Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,spinning(+1) + guay(2) = 3
Spinning Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,spinning(+1) + swirl(3) = 4
Spinning Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,spinning(+1) + whirl(3) = 4
Spinning far Miraging Symp. Miraging Refraction,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + miraging(+1) + symposium(+1) + miraging(+1) + refraction(3) = 7
Spinning far Symp. Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,5,spinning(+1) + symposium(+1) + whirl(3) = 5
Stepping Opposite Side Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,stepping(+1) + whirl(3) = 4
Stepping Reverse Guay,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,stepping(+1) + guay(2) = 3
Stepping Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,stepping(+1) + swirl(3) = 4
Stepping near Drifter,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,stepping(+1) + drifter(3) = 4
Stepping near Torque,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,stepping(+1) + torque(4) = 5
