canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
spike hammer,5,paradox-mirage,compound,spikehammer,,"Folk-name compression for stepping + ducking + paradox-mirage. 5 ADD = stepping(+1) + ducking(+1) + paradox-mirage(3); JOB CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL]. FB.org-confirmed. Structural twin of avalanche (same modifier stack, mirage base instead of illusion).",expert_reviewed,1,"Pre-Adrian deferred-candidate promotion 2026-05-25. stepping = +1 dex-prepending modifier; ducking = +1 midtime body modifier; paradox-mirage = 3 ADD canonical compound in DB. JOB FB.org-confirmed verbatim (paradoxMoves.txt). Aliases column cleared 2026-05-26 (S3/S5 governance migration): the previous 'stepping ducking paradox mirage' alias was a 3-operator-stack structural compression that now lives in S5 (SYMBOLIC_EQUIVALENCE_CHAINS) per the atom-level preference rule."
double over down swirl,5,double-over-down,compound,,,"Double-over-down chassis ending in an opposite-leg back swirl + same-side clipper terminator. 5 ADD = [DEX] + [DEX] + [DEX] + [XBD] + [DEL]. FB.org-confirmed.",expert_reviewed,1,"Pre-Adrian deferred-candidate promotion 2026-05-26. Extension of double-over-down (4 ADD canonical compound in DB; shipped earlier this session). JOB TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL] FB.org-confirmed verbatim (fborg-5add.txt). The two SAME OUT dex pair from double-over-down is preserved; the third dex is an OP BACK SWIRL (rotation-variant token); terminator swaps from OP CLIP to SAME CLIP."
quantum symposium mirage,4,mirage,compound,backside symposium toe blur,quantum|symposium,"Quantum + symposium prefix on mirage base. 4 ADD = quantum(+1) + symposium-mirage(3) = [DEX] + [BOD] + [DEX] + [DEL]. FB.org-confirmed JOB. Folk-name alias 'Backside Symposium Toe Blur' wired (Red pt2 retired the toe- prefix in favor of the quantum- prefix).",expert_reviewed,1,"Pre-Adrian deferred-candidate promotion 2026-05-26. Quantum = +1 set modifier (Red pt2 established the toe-X → quantum-X retirement; siblings quantum-mirage / quantum-illusion / quantum-butterfly all canonical in DB). Symposium = +1 no-plant body modifier (canonical inventory). JOB TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL] FB.org-confirmed verbatim (fborg-4add.txt). FB.org alias 'Backside Symposium Toe Blur' wired (folk-name retired by Red pt2 'toe' prefix rule)."
ducking paradox illusion,4,illusion,compound,,ducking|paradox,Ducking + paradox on illusion base.,expert_reviewed,1,"DK-1 Wave 1 promotion 2026-05-26: sibling-derived from ducking-illusion + paradox-illusion patterns. base_trick=illusion / modifier_links=ducking|paradox per assassin/phoenix/tomahawk convention (foundational atom + modifier chain). 4 ADD = ducking(+1) + paradox(+1) + illusion(2)."
ducking paradox mirage,4,mirage,compound,,ducking|paradox,Ducking + paradox on mirage base.,expert_reviewed,1,"DK-1 Wave 1 promotion 2026-05-26: sibling-derived from ducking-mirage + paradox-mirage patterns. 4 ADD = ducking(+1) + paradox(+1) + mirage(2)."
fairy ducking butterfly,5,butterfly,compound,,fairy|ducking,Fairy set + ducking on butterfly base.,expert_reviewed,1,"DK-1 Wave 1 promotion 2026-05-26: sibling-derived from phoenix (pixie-ducking-butterfly) with fairy substitution (SAME IN -> SAME OUT). 5 ADD = fairy(+1) + ducking(+1) + butterfly(3)."
fairy ducking legover,4,legover,compound,,fairy|ducking,Fairy set + ducking on legover base.,expert_reviewed,1,"DK-1 Wave 1 promotion 2026-05-26: sibling-derived from ducking-legover + fairy set leading [DEX]. 4 ADD = fairy(+1) + ducking(+1) + legover(2)."
fairy ducking pickup,4,pickup,compound,,fairy|ducking,Fairy set + ducking on pickup base.,expert_reviewed,1,"DK-1 Wave 1 promotion 2026-05-26: sibling-derived from ducking-pickup + fairy set leading [DEX]. 4 ADD = fairy(+1) + ducking(+1) + pickup(2)."
pixie ducking legover,4,legover,compound,alpine plo|weaving magellan,pixie|ducking,Pixie set + ducking on legover base.,expert_reviewed,1,"DK-1 Wave 2 promotion 2026-05-26: sibling-derived from assassin (pixie-ducking-mirage) pattern with legover terminal. 4 ADD = pixie(+1) + ducking(+1) + legover(2)."
pixie ducking pickup,4,pickup,compound,,pixie|ducking,Pixie set + ducking on pickup base.,expert_reviewed,1,"DK-1 Wave 2 promotion 2026-05-26: sibling-derived from assassin pattern with pickup terminal. 4 ADD = pixie(+1) + ducking(+1) + pickup(2)."
stepping ducking butterfly,5,butterfly,compound,alpine ripwalk,stepping|ducking,Stepping (same-side) + ducking on butterfly base.,expert_reviewed,1,"DK-1 Wave 2 promotion 2026-05-26: sibling-derived from stepping-ducking-mirage + butterfly terminal. SS variant per tracked-names displayName 'Stepping Ducking Butterfly (same side)'; pt12 SS=+0 ruling means same-side doesn't change ADD math. 5 ADD = stepping(+1) + ducking(+1) + butterfly(3). [Original audit plan estimated 4 ADD; corrected to 5 per modifier-math.]"
stepping ducking osis,5,osis,compound,,stepping|ducking,Stepping + ducking on osis base.,expert_reviewed,1,"DK-1 Wave 2 promotion 2026-05-26: sibling-derived from stepping-ducking-mirage + osis [BOD] + clipper terminal (spinning-osis-style double [BOD] precedent). 5 ADD = stepping(+1) + ducking(+1) + osis(3). [Original audit plan estimated 4 ADD; corrected to 5 per modifier-math.]"
stepping ducking paradox symposium whirl,7,whirl,compound,stepping-ducking-ps-whirl,stepping|ducking|paradox|symposium,Stepping + ducking + paradox + symposium on whirl base.,expert_reviewed,1,"DK-2 FB.org migration 2026-05-26: tracked-names slug stepping-ducking-ps-whirl carried a full FB.org-confirmed formula with formulaProvenance='FootbagMoves' formulaConfidence='high'. Canonicalized as stepping-ducking-paradox-symposium-whirl per the full-word slug convention (matches paradox-symposium-whirl / spinning-symposium-whirl); ps-shorthand preserved as alias. 7 ADD = stepping(+1) + ducking(+1) + paradox(+1) + symposium(+1) + whirl(3). Modifier_link apply-order mirrors montage's 4-modifier convention (set/body/dex modifiers in JOB-name order)."
inspinning mirage,3,mirage,compound,,inspinning,Inspinning modifier on mirage base. 3 ADD = inspinning(+1) + mirage(2); JOB TOE > (front) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W1a inspinning+quantum coverage 2026-05-27: sibling-derived from inspinning-butterfly + mirage(2) base. Inspinning direction-flip rule applies (spin=front).
inspinning illusion,3,illusion,compound,,inspinning,Inspinning modifier on illusion base. 3 ADD = inspinning(+1) + illusion(2); JOB TOE > (front) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W1a inspinning+quantum coverage 2026-05-27: sibling-derived from inspinning-butterfly + illusion(2) base. Inspinning direction-flip rule applies (spin=front).
inspinning legover,3,legover,compound,,inspinning,Inspinning modifier on legover base. 3 ADD = inspinning(+1) + legover(2); JOB TOE > (front) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W1a inspinning+quantum coverage 2026-05-27: sibling-derived from inspinning-butterfly + legover(2) base. Inspinning direction-flip rule applies (spin=front).
inspinning clipper,3,clipper-stall,compound,,,Inspinning modifier on clipper-stall base. 3 ADD = inspinning(+1) + clipper-stall(2); JOB TOE > (front) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1a inspinning+quantum coverage 2026-05-27: sibling-derived from inspinning-butterfly + clipper-stall(2) base. Inspinning direction-flip rule applies (spin=front); XBD terminal preserved from clipper-family convention.
inspinning osis,4,osis,compound,,inspinning,Inspinning modifier on osis base. 4 ADD = inspinning(+1) + osis(3); JOB TOE > (front) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double-body-spin trick: inspinning front-spin then osis back-spin.,expert_reviewed,1,W1a inspinning+quantum coverage 2026-05-27: sibling-derived from inspinning-butterfly pattern with osis base (which carries its own body-spin). Double [BOD] bracket count = 4 matches asserted 4 ADD per peeking/sonic double-spin precedent in Holden sets.
inspinning toe stall,2,toe-stall,compound,,,Inspinning modifier on toe-stall base. 2 ADD = inspinning(+1) + toe-stall(1); JOB TOE > (front) SPIN [BOD] > OP TOE [DEL].,expert_reviewed,1,W1b inspinning advanced 2026-05-27: minimal inspinning compound (single body-spin to opposite toe). Sibling-derived from inspinning-butterfly pattern collapsed to a stall terminator.
inspinning flail,4,flail,compound,,inspinning,Inspinning modifier on flail base. 4 ADD = inspinning(+1) + flail(3); JOB TOE > (front) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W1b inspinning advanced 2026-05-27: inspinning prefix on flail (symposium-reverse-miraging). Flail's no-plant body event is preserved between the inspinning spin and the terminal toe stall.
inspinning symposium mirage,4,mirage,compound,,inspinning|symposium,Inspinning modifier on symposium-mirage base. 4 ADD = inspinning(+1) + symposium-mirage(3); JOB TOE > (front) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W1b inspinning advanced 2026-05-27: inspinning + symposium on mirage base. Symposium-mirage's no-plant body event preserved; inspinning spin injected before it. modifier_links empty per inspinning convention (matches inspinning-butterfly + inspinning-paradox-* rows).
atomic inspinning butterfly,5,butterfly,compound,,atomic|inspinning,Atomic + inspinning on butterfly base. 5 ADD = atomic(+1) + inspinning(+1) + butterfly(3); JOB TOE > OP OUT [DEX] > (front) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1b inspinning advanced 2026-05-27: stacks atomic dex + inspinning spin on butterfly chassis. Atomic-butterfly base (TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]) extended by injecting inspinning (front) SPIN [BOD] between the two dexes. modifier_links=atomic per atomic convention (atomic IS registered as a freestyle_trick_modifiers row); inspinning remains unwired.
quantum osis,4,osis,compound,,quantum,Quantum modifier on osis base. 4 ADD = quantum(+1) + osis(3); JOB TOE > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: sibling-derived from quantum-mirage / quantum-whirl + osis base (which carries its own body-spin). 4 brackets ([DEX] [BOD] [XBD] [DEL]) matches asserted 4 ADD.
quantum pickup,3,pickup,compound,,quantum,Quantum modifier on pickup base. 3 ADD = quantum(+1) + pickup(2); JOB TOE > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL]. Source-named 'Quantum Pickup (same side)'; SS qualifier indicates pickup's natural OP IN dex direction.,expert_reviewed,1,W1d quantum core 2026-05-27: sibling-derived from quantum-mirage pattern + pickup terminal (SAME TOE vs mirage's OP TOE).
quantum legover,3,legover,compound,,quantum,Quantum modifier on legover base. 3 ADD = quantum(+1) + legover(2); JOB TOE > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: sibling-derived from quantum-illusion pattern (OP OUT dex) + legover terminal (SAME TOE vs illusion's OP TOE).
quantum butterfly,4,butterfly,compound,slapdown,quantum,Quantum modifier on butterfly base. 4 ADD = quantum(+1) + butterfly(3); JOB TOE > OP IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]. Source-named 'Quantum Butterfly (same side)'; SS qualifier resolves butterfly's SAME-or-OP ambiguity to SAME OUT.,expert_reviewed,1,W1d quantum core 2026-05-27: sibling-derived from quantum-whirl pattern with butterfly's SAME OUT dex direction. 4 brackets matches asserted 4 ADD.
quantum eggbeater,4,eggbeater,compound,,quantum,Quantum modifier on eggbeater base. 4 ADD = quantum(+1) + eggbeater(3); JOB TOE > OP IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: quantum dex prefixed to eggbeater's two-OUT-dex chassis. 4 brackets ([DEX] [DEX] [DEX] [DEL]) matches asserted 4 ADD.
quantum blender,5,blender,compound,,quantum,Quantum modifier on blender base. 5 ADD = quantum(+1) + blender(4); JOB TOE > OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: quantum dex prefixed to blender's IN-dex + back-spin + same-clip chassis. 5 brackets matches asserted 5 ADD.
quantum torque,5,torque,compound,quark,quantum,Quantum modifier on torque base. 5 ADD = quantum(+1) + torque(4); JOB TOE > OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: quantum dex prefixed to torque chassis (same dex+spin as blender but OP CLIP terminal instead of SAME CLIP). 5 brackets matches asserted 5 ADD.
quantum double over down,5,double-over-down,compound,,quantum,Quantum modifier on double-over-down base. 5 ADD = quantum(+1) + double-over-down(4); JOB TOE > OP IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1d quantum core 2026-05-27: quantum dex prefixed to double-over-down's two-OUT-dex + cross-body-clipper chassis. 5 brackets matches asserted 5 ADD.
quantum symposium whirl,5,whirl,compound,,quantum|symposium,Quantum + symposium on whirl base. 5 ADD = quantum(+1) + symposium(+1) + whirl(3); JOB TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1g quantum multi-modifier 2026-05-27: sibling-derived from quantum-symposium-mirage chassis (TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL]) with whirl's OP CLIP [XBD] [DEL] terminator. 5 brackets matches 5 ADD.
quantum ducking whirl,5,whirl,compound,,quantum|ducking,Quantum + ducking on whirl base. 5 ADD = quantum(+1) + ducking(+1) + whirl(3); JOB TOE > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1g quantum multi-modifier 2026-05-27: sibling-derived from quantum-whirl (TOE > OP IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL]) + ducking-whirl's DUCK [BOD] insertion between the two dexes. 5 brackets matches 5 ADD.
quantum gyro mirage,4,mirage,compound,,quantum|gyro,Quantum + gyro on mirage base. 4 ADD = quantum(+1) + gyro(+1) + mirage(2); JOB TOE > OP IN [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W1g quantum multi-modifier 2026-05-27: sibling-derived from quantum-mirage chassis + gyro-mirage's (back) SPIN [BOD] insertion between the quantum dex and the mirage dex. 4 brackets matches 4 ADD.
pixie quantum butterfly,5,butterfly,compound,,pixie|quantum,Pixie + quantum on butterfly base. 5 ADD = pixie(+1) + quantum(+1) + butterfly(3); JOB TOE > SAME IN [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W1g quantum multi-modifier 2026-05-27: pixie set (TOE > SAME IN [DEX]) + quantum dex (OP IN [DEX]) + butterfly chassis (SAME OUT [DEX] > OP CLIP [XBD] [DEL]). Holden treats 'pixie-quantum' as the Frantic set system; this trick is its butterfly-terminator instance. 5 brackets matches 5 ADD.
pixie flail,4,flail,compound,,pixie,Pixie modifier on flail base. 4 ADD = pixie(+1) + flail(3); JOB TOE > SAME IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W3a pixie pilot 2026-05-27: pixie set + flail's no-plant body event + OP OUT dex + toe terminator. 4 brackets ([DEX] [BOD] [DEX] [DEL]) matches 4 ADD.
pixie torque,5,torque,compound,porque,pixie,Pixie modifier on torque base. 5 ADD = pixie(+1) + torque(4); JOB TOE > SAME IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W3a pixie pilot 2026-05-27: pixie set + torque's OP IN dex + back-spin + op-clip terminal. 5 brackets matches 5 ADD.
pixie blender,5,blender,compound,,pixie,Pixie modifier on blender base. 5 ADD = pixie(+1) + blender(4); JOB TOE > SAME IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W3a pixie pilot 2026-05-27: pixie set + blender chassis (same as torque chassis but SAME CLIP terminal vs OP CLIP). 5 brackets matches 5 ADD.
pixie barrage,4,barrage,compound,,pixie,"Pixie modifier on barrage base. 4 ADD = pixie(+1) + barrage(3); JOB TOE > SAME IN [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL]. Three-dex compound: pixie's single SAME IN dex followed by barrage's double-dex (OP IN, SAME IN).",expert_reviewed,1,"W3a pixie pilot 2026-05-27: pixie set + barrage's OP-IN/SAME-IN double-dex + toe terminator. 4 brackets ([DEX] [DEX] [DEX] [DEL]) matches 4 ADD. Distinct from Terraging (= Double Pixie = TOE > SAME IN [DEX] > SAME IN [DEX] > ...; barrage has OP IN then SAME IN, not SAME IN twice)."
pixie symposium whirl,5,whirl,compound,,pixie|symposium,Pixie + symposium on whirl base. 5 ADD = pixie(+1) + symposium(+1) + whirl(3); JOB TOE > SAME IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W3a pixie pilot 2026-05-27: pixie set + symposium-whirl chassis (no-plant body event + OP IN dex + cross-body clipper). 5 brackets matches 5 ADD.
pixie symposium eggbeater,5,eggbeater,compound,,pixie|symposium,Pixie + symposium on eggbeater base. 5 ADD = pixie(+1) + symposium(+1) + eggbeater(3); JOB TOE > SAME IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W3b pixie pilot 2026-05-27: pixie-symposium-mirage chassis with eggbeater's two-OP-OUT-dex chain + same-toe terminator. 5 brackets matches 5 ADD.
pixie symposium illusion,4,illusion,compound,,pixie|symposium,Pixie + symposium on illusion base. 4 ADD = pixie(+1) + symposium(+1) + illusion(2); JOB TOE > SAME IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W3b pixie pilot 2026-05-27: pixie-symposium-mirage chassis with illusion's OP OUT dex direction + op-toe terminator (vs mirage's OP IN). 4 brackets matches 4 ADD.
pixie double leg over,4,double-leg-over,compound,,pixie,Pixie modifier on double-leg-over base. 4 ADD = pixie(+1) + double-leg-over(3); JOB TOE > SAME IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W3b pixie pilot 2026-05-27: pixie set + double-leg-over chassis (OP IN dex + OP OUT dex + same-toe terminator). 4 brackets ([DEX] [DEX] [DEX] [DEL]) matches 4 ADD.
pixie ducking clipper,4,clipper-stall,compound,,,Pixie + ducking on clipper-stall base. 4 ADD = pixie(+1) + ducking(+1) + clipper-stall(2); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> OP CLIP [XBD] [DEL].,expert_reviewed,1,W3b pixie pilot 2026-05-27: phoenix/assassin chassis with clipper-stall terminal (no inner dex; ducking goes directly to cross-body clipper). 4 brackets ([DEX] [BOD] [XBD] [DEL]) matches 4 ADD.
pixie ducking illusion,4,illusion,compound,,pixie|ducking,Pixie + ducking on illusion base. 4 ADD = pixie(+1) + ducking(+1) + illusion(2); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W3b pixie pilot 2026-05-27: phoenix/assassin chassis substituting illusion's OP OUT dex + op-toe terminator. 4 brackets matches 4 ADD.
pixie ducking osis,5,osis,compound,,pixie|ducking,Pixie + ducking on osis base. 5 ADD = pixie(+1) + ducking(+1) + osis(3); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double-body-event compound: pixie dex + ducking BOD + osis spin.,expert_reviewed,1,W3c pixie pilot 2026-05-27: phoenix/assassin chassis with osis's body-spin replacing the inner-dex slot. 5 brackets ([DEX] [BOD] [BOD] [XBD] [DEL]) matches 5 ADD per stepping-ducking-osis double-[BOD] precedent.
pixie ducking whirl,5,whirl,compound,,pixie|ducking,Pixie + ducking on whirl base. 5 ADD = pixie(+1) + ducking(+1) + whirl(3); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W3c pixie pilot 2026-05-27: phoenix/assassin chassis with whirl's IN-dex + cross-body clipper terminator. 5 brackets matches 5 ADD.
pixie ducking eggbeater,5,eggbeater,compound,weaving pigbeater,pixie|ducking,Pixie + ducking on eggbeater base. 5 ADD = pixie(+1) + ducking(+1) + eggbeater(3); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,"Derived by mirroring the pixie-ducking chassis (pixie-ducking-legover/osis/whirl) onto eggbeater's twin OP-OUT-dex body and same-toe terminal; pixie(+1) + ducking(+1) + eggbeater(3) = 5 ADD; bracket count 5 matches ADD. Attested by a world-record entry; folk name weaving pigbeater wired as an alias (weaving resolves to pixie, mirroring weaving magellan)."
pixie diving mirage,4,mirage,compound,,pixie|diving,Pixie + diving on mirage base. 4 ADD = pixie(+1) + diving(+1) + mirage(2); JOB TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W3c pixie pilot 2026-05-27: darkwalk chassis (TOE > SAME IN [DEX] >> DIVE [BOD] >> <base>) substituting mirage's OP IN dex + op-toe terminator. 4 brackets matches 4 ADD.
pixie diving pickup,4,pickup,compound,,pixie|diving,Pixie + diving on pickup base. 4 ADD = pixie(+1) + diving(+1) + pickup(2); JOB TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > SAME TOE [DEL].,expert_reviewed,1,W3c pixie pilot 2026-05-27: darkwalk chassis with pickup's same-toe terminator (vs mirage's op-toe). 4 brackets matches 4 ADD.
pixie diving whirl,5,whirl,compound,,pixie|diving,Pixie + diving on whirl base. 5 ADD = pixie(+1) + diving(+1) + whirl(3); JOB TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W3c pixie pilot 2026-05-27: darkwalk chassis with whirl's IN-dex + cross-body clipper terminator. 5 brackets matches 5 ADD.
pixie dyno,5,dyno,compound,,pixie,Pixie modifier on dyno base. 5 ADD = pixie(+1) + dyno(4); JOB TOE > SAME IN [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W3d pixie pilot 2026-05-27: pixie set + dyno chassis (OP OUT dex + back-spin + same-clip terminal). 5 brackets matches 5 ADD.
pixie dada curve,5,dada-curve,compound,,pixie,Pixie modifier on dada-curve base. 5 ADD = pixie(+1) + dada-curve(4); JOB TOE > SAME IN [DEX] >> OP IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL]. Source-named 'Pixie Da Da Curve' (Stanford). Slug normalized to dada-curve form per existing DB convention.,expert_reviewed,1,W3d pixie pilot 2026-05-27: pixie set + dada-curve's no-plant double-dex + op-clip terminator chassis. 5 brackets matches 5 ADD.
pixie diving symposium mirage,5,mirage,compound,,pixie|diving|symposium,Pixie + diving + symposium on mirage base. 5 ADD = pixie(+1) + diving(+1) + symposium(+1) + mirage(2); JOB TOE > SAME IN [DEX] >> DIVE [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W3d pixie pilot 2026-05-27: pixie set + diving body event + symposium-mirage's (no plant while) body+dex pair + toe terminator. 5 brackets ([DEX] [BOD] [BOD] [DEX] [DEL]) matches 5 ADD.
atomic flail,4,flail,compound,illusioning flail|toe massacre,atomic,Atomic modifier on flail base. 4 ADD = atomic(+1) + flail(3); JOB TOE > OP OUT [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL]. Atomic = +1.,expert_reviewed,1,W4a atomic pilot 2026-05-27: atomic-butterfly chassis (TOE > OP OUT [DEX] > <base>) with flail's no-plant body+dex pair + toe terminator. 4 brackets matches 4 ADD.
atomic barrage,4,barrage,compound,,atomic,Atomic modifier on barrage base. 4 ADD = atomic(+1) + barrage(3); JOB TOE > OP OUT [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W4a atomic pilot 2026-05-27: atomic-butterfly chassis with barrage's SAME IN double-dex chain + toe terminator. 4 brackets ([DEX] [DEX] [DEX] [DEL]) matches 4 ADD.
atomic clipper,3,clipper-stall,compound,,,Atomic modifier on clipper-stall base. 3 ADD = atomic(+1) + clipper-stall(2); JOB TOE > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W4a atomic pilot 2026-05-27: atomic dex prefixed to clipper-stall terminal (no inner dex; atomic's single OP OUT dex leads directly into the cross-body clipper). 3 brackets matches 3 ADD.
fairy mirage,3,mirage,compound,fear,fairy,Fairy modifier on mirage base. 3 ADD = fairy(+1) + mirage(2); JOB TOE > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W5a fairy pilot 2026-05-27: fairy set (TOE > SAME OUT [DEX]) + mirage's OP IN dex + toe terminator. 3 brackets ([DEX] [DEX] [DEL]) matches 3 ADD. Stanford lists folk-alts (Fear / Fairy Smasher) which are not yet canonical.
fairy osis,4,osis,compound,,fairy,Fairy modifier on osis base. 4 ADD = fairy(+1) + osis(3); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,"W5a fairy pilot 2026-05-27: fairy set + osis's body-spin + same-clip terminal. Note: NOT to be confused with twirl (= Reverse Swirling Osis, 4 ADD canonical under a different decomposition). 4 brackets matches 4 ADD."
fairy blender,5,blender,compound,,fairy,Fairy modifier on blender base. 5 ADD = fairy(+1) + blender(4); JOB TOE > SAME OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W5a fairy pilot 2026-05-27: fairy set + blender's IN-dex + back-spin + same-clip terminal. 5 brackets matches 5 ADD.
fairy flail,4,flail,compound,,fairy,Fairy modifier on flail base. 4 ADD = fairy(+1) + flail(3); JOB TOE > SAME OUT [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W5a fairy pilot 2026-05-27: fairy set + flail's no-plant body+dex pair + toe terminator. 4 brackets matches 4 ADD.
fairy barrage,4,barrage,compound,,fairy,Fairy modifier on barrage base. 4 ADD = fairy(+1) + barrage(3); JOB TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W5a fairy pilot 2026-05-27: fairy set + barrage's SAME IN double-dex chain + toe terminator. 4 brackets ([DEX] [DEX] [DEX] [DEL]) matches 4 ADD.
fairy double leg over,4,double-leg-over,compound,,fairy,Fairy modifier on double-leg-over base. 4 ADD = fairy(+1) + double-leg-over(3); JOB TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W5b fairy 2026-05-27: fairy direction-flip of pixie-double-leg-over (W3b). Fairy first dex = SAME OUT vs pixie's SAME IN. 4 brackets matches 4 ADD.
fairy symposium mirage,4,mirage,compound,,fairy|symposium,Fairy + symposium on mirage base. 4 ADD = fairy(+1) + symposium(+1) + mirage(2); JOB TOE > SAME OUT [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W5b fairy 2026-05-27: fairy direction-flip of pixie-symposium-mirage. 4 brackets matches 4 ADD.
