region,sub,atlas_coord,launch,landing,landing_grade,landing_lat,dex_side,direction,term_side,movement_family,symbolic_formula,add,grammar_status,representation,name,notes
1-DEX,cube,toe:cloud/O.IN.S,toe,cloud,2,midline,OP,IN,SAME,toe-launch / unusual-surface cube,TOE > OP IN [DEX] > CLOUD [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,toe:cloud/O.IN.O,toe,cloud,2,midline,OP,IN,OP,toe-launch / unusual-surface cube,TOE > OP IN [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,toe:cloud/O.OUT.S,toe,cloud,2,midline,OP,OUT,SAME,toe-launch / unusual-surface cube,TOE > OP OUT [DEX] > CLOUD [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,toe:cloud/O.OUT.O,toe,cloud,2,midline,OP,OUT,OP,toe-launch / unusual-surface cube,TOE > OP OUT [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:toe/S.IN.S,clipper,toe,1,paired,SAME,IN,SAME,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > SAME TOE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:toe/S.IN.O,clipper,toe,1,paired,SAME,IN,OP,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > OP TOE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:toe/S.OUT.S,clipper,toe,1,paired,SAME,OUT,SAME,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > SAME TOE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:toe/S.OUT.O,clipper,toe,1,paired,SAME,OUT,OP,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > OP TOE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:toe/O.IN.S,clipper,toe,1,paired,OP,IN,SAME,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > SAME TOE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:toe/O.IN.O,clipper,toe,1,paired,OP,IN,OP,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > OP TOE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:toe/O.OUT.S,clipper,toe,1,paired,OP,OUT,SAME,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > SAME TOE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:toe/O.OUT.O,clipper,toe,1,paired,OP,OUT,OP,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > OP TOE [DEL],2,valid,existing-another-name,bubba,"coordinate realized under an opaque folk name, not its structural description"
1-DEX,cube,clip:inside/S.IN.S,clipper,inside,1,paired,SAME,IN,SAME,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > SAME INSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:inside/S.IN.O,clipper,inside,1,paired,SAME,IN,OP,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > OP INSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:inside/S.OUT.S,clipper,inside,1,paired,SAME,OUT,SAME,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > SAME INSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:inside/S.OUT.O,clipper,inside,1,paired,SAME,OUT,OP,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > OP INSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:inside/O.IN.S,clipper,inside,1,paired,OP,IN,SAME,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > SAME INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:inside/O.IN.O,clipper,inside,1,paired,OP,IN,OP,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:inside/O.OUT.S,clipper,inside,1,paired,OP,OUT,SAME,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > SAME INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:inside/O.OUT.O,clipper,inside,1,paired,OP,OUT,OP,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:outside/S.IN.S,clipper,outside,1,paired,SAME,IN,SAME,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > SAME OUTSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:outside/S.IN.O,clipper,outside,1,paired,SAME,IN,OP,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > OP OUTSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:outside/S.OUT.S,clipper,outside,1,paired,SAME,OUT,SAME,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > SAME OUTSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:outside/S.OUT.O,clipper,outside,1,paired,SAME,OUT,OP,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > OP OUTSIDE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:outside/O.IN.S,clipper,outside,1,paired,OP,IN,SAME,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > SAME OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:outside/O.IN.O,clipper,outside,1,paired,OP,IN,OP,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:outside/O.OUT.S,clipper,outside,1,paired,OP,OUT,SAME,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > SAME OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:outside/O.OUT.O,clipper,outside,1,paired,OP,OUT,OP,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:knee/S.IN.S,clipper,knee,1,paired,SAME,IN,SAME,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > SAME KNEE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:knee/S.IN.O,clipper,knee,1,paired,SAME,IN,OP,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > OP KNEE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:knee/S.OUT.S,clipper,knee,1,paired,SAME,OUT,SAME,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > SAME KNEE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:knee/S.OUT.O,clipper,knee,1,paired,SAME,OUT,OP,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > OP KNEE [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:knee/O.IN.S,clipper,knee,1,paired,OP,IN,SAME,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:knee/O.IN.O,clipper,knee,1,paired,OP,IN,OP,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:knee/O.OUT.S,clipper,knee,1,paired,OP,OUT,SAME,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:knee/O.OUT.O,clipper,knee,1,paired,OP,OUT,OP,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:shoulder/S.IN.S,clipper,shoulder,1,paired,SAME,IN,SAME,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > SAME SHOULDER [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:shoulder/S.IN.O,clipper,shoulder,1,paired,SAME,IN,OP,clipper-launch / plain-paired cube,CLIP > SAME IN [DEX] > OP SHOULDER [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:shoulder/S.OUT.S,clipper,shoulder,1,paired,SAME,OUT,SAME,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > SAME SHOULDER [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:shoulder/S.OUT.O,clipper,shoulder,1,paired,SAME,OUT,OP,clipper-launch / plain-paired cube,CLIP > SAME OUT [DEX] > OP SHOULDER [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:shoulder/O.IN.S,clipper,shoulder,1,paired,OP,IN,SAME,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:shoulder/O.IN.O,clipper,shoulder,1,paired,OP,IN,OP,clipper-launch / plain-paired cube,CLIP > OP IN [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:shoulder/O.OUT.S,clipper,shoulder,1,paired,OP,OUT,SAME,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:shoulder/O.OUT.O,clipper,shoulder,1,paired,OP,OUT,OP,clipper-launch / plain-paired cube,CLIP > OP OUT [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:head/S.IN.S,clipper,head,1,midline,SAME,IN,SAME,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > HEAD [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:head/S.IN.O,clipper,head,1,midline,SAME,IN,OP,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > HEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:head/S.OUT.S,clipper,head,1,midline,SAME,OUT,SAME,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > HEAD [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:head/S.OUT.O,clipper,head,1,midline,SAME,OUT,OP,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > HEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:head/O.IN.S,clipper,head,1,midline,OP,IN,SAME,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > HEAD [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:head/O.IN.O,clipper,head,1,midline,OP,IN,OP,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > HEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:head/O.OUT.S,clipper,head,1,midline,OP,OUT,SAME,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > HEAD [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:head/O.OUT.O,clipper,head,1,midline,OP,OUT,OP,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > HEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:forehead/S.IN.S,clipper,forehead,1,midline,SAME,IN,SAME,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > FOREHEAD [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:forehead/S.IN.O,clipper,forehead,1,midline,SAME,IN,OP,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > FOREHEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:forehead/S.OUT.S,clipper,forehead,1,midline,SAME,OUT,SAME,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > FOREHEAD [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:forehead/S.OUT.O,clipper,forehead,1,midline,SAME,OUT,OP,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > FOREHEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:forehead/O.IN.S,clipper,forehead,1,midline,OP,IN,SAME,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > FOREHEAD [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:forehead/O.IN.O,clipper,forehead,1,midline,OP,IN,OP,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > FOREHEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:forehead/O.OUT.S,clipper,forehead,1,midline,OP,OUT,SAME,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > FOREHEAD [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:forehead/O.OUT.O,clipper,forehead,1,midline,OP,OUT,OP,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > FOREHEAD [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:neck/S.IN.S,clipper,neck,1,midline,SAME,IN,SAME,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > NECK [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:neck/S.IN.O,clipper,neck,1,midline,SAME,IN,OP,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > NECK [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:neck/S.OUT.S,clipper,neck,1,midline,SAME,OUT,SAME,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > NECK [DEL],2,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:neck/S.OUT.O,clipper,neck,1,midline,SAME,OUT,OP,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > NECK [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:neck/O.IN.S,clipper,neck,1,midline,OP,IN,SAME,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > NECK [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:neck/O.IN.O,clipper,neck,1,midline,OP,IN,OP,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > NECK [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:neck/O.OUT.S,clipper,neck,1,midline,OP,OUT,SAME,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > NECK [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:neck/O.OUT.O,clipper,neck,1,midline,OP,OUT,OP,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > NECK [DEL],2,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:peak/S.IN.S,clipper,peak,1,midline,SAME,IN,SAME,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/S.IN.O,clipper,peak,1,midline,SAME,IN,OP,clipper-launch / plain-midline square,CLIP > SAME IN [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/S.OUT.S,clipper,peak,1,midline,SAME,OUT,SAME,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/S.OUT.O,clipper,peak,1,midline,SAME,OUT,OP,clipper-launch / plain-midline square,CLIP > SAME OUT [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/O.IN.S,clipper,peak,1,midline,OP,IN,SAME,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/O.IN.O,clipper,peak,1,midline,OP,IN,OP,clipper-launch / plain-midline square,CLIP > OP IN [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/O.OUT.S,clipper,peak,1,midline,OP,OUT,SAME,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:peak/O.OUT.O,clipper,peak,1,midline,OP,OUT,OP,clipper-launch / plain-midline square,CLIP > OP OUT [DEX] > PEAK [DEL],2,uncertain,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-DEX,cube,clip:clipper/S.IN.S,clipper,clipper,2,paired,SAME,IN,SAME,clipper-launch / cross-body cube,CLIP > SAME IN [DEX] > SAME CLIPPER [XBD] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:clipper/S.IN.O,clipper,clipper,2,paired,SAME,IN,OP,clipper-launch / cross-body cube,CLIP > SAME IN [DEX] > OP CLIPPER [XBD] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:clipper/S.OUT.S,clipper,clipper,2,paired,SAME,OUT,SAME,clipper-launch / cross-body cube,CLIP > SAME OUT [DEX] > SAME CLIPPER [XBD] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:clipper/S.OUT.O,clipper,clipper,2,paired,SAME,OUT,OP,clipper-launch / cross-body cube,CLIP > SAME OUT [DEX] > OP CLIPPER [XBD] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:clipper/O.IN.S,clipper,clipper,2,paired,OP,IN,SAME,clipper-launch / cross-body cube,CLIP > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:clipper/O.IN.O,clipper,clipper,2,paired,OP,IN,OP,clipper-launch / cross-body cube,CLIP > OP IN [DEX] > OP CLIPPER [XBD] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:clipper/O.OUT.S,clipper,clipper,2,paired,OP,OUT,SAME,clipper-launch / cross-body cube,CLIP > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:clipper/O.OUT.O,clipper,clipper,2,paired,OP,OUT,OP,clipper-launch / cross-body cube,CLIP > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:heel/S.IN.S,clipper,heel,2,paired,SAME,IN,SAME,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > SAME HEEL [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:heel/S.IN.O,clipper,heel,2,paired,SAME,IN,OP,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > OP HEEL [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:heel/S.OUT.S,clipper,heel,2,paired,SAME,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > SAME HEEL [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:heel/S.OUT.O,clipper,heel,2,paired,SAME,OUT,OP,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > OP HEEL [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:heel/O.IN.S,clipper,heel,2,paired,OP,IN,SAME,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > SAME HEEL [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:heel/O.IN.O,clipper,heel,2,paired,OP,IN,OP,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > OP HEEL [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:heel/O.OUT.S,clipper,heel,2,paired,OP,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > SAME HEEL [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:heel/O.OUT.O,clipper,heel,2,paired,OP,OUT,OP,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > OP HEEL [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:sole/S.IN.S,clipper,sole,2,paired,SAME,IN,SAME,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > SAME SOLE [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:sole/S.IN.O,clipper,sole,2,paired,SAME,IN,OP,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > OP SOLE [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:sole/S.OUT.S,clipper,sole,2,paired,SAME,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > SAME SOLE [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:sole/S.OUT.O,clipper,sole,2,paired,SAME,OUT,OP,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > OP SOLE [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:sole/O.IN.S,clipper,sole,2,paired,OP,IN,SAME,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > SAME SOLE [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:sole/O.IN.O,clipper,sole,2,paired,OP,IN,OP,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > OP SOLE [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:sole/O.OUT.S,clipper,sole,2,paired,OP,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > SAME SOLE [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:sole/O.OUT.O,clipper,sole,2,paired,OP,OUT,OP,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > OP SOLE [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:cloud/S.IN.S,clipper,cloud,2,midline,SAME,IN,SAME,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > CLOUD [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:cloud/S.IN.O,clipper,cloud,2,midline,SAME,IN,OP,clipper-launch / unusual-surface cube,CLIP > SAME IN [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:cloud/S.OUT.S,clipper,cloud,2,midline,SAME,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > CLOUD [UNS] [DEL],3,blocked,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-DEX,cube,clip:cloud/S.OUT.O,clipper,cloud,2,midline,SAME,OUT,OP,clipper-launch / unusual-surface cube,CLIP > SAME OUT [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:cloud/O.IN.S,clipper,cloud,2,midline,OP,IN,SAME,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:cloud/O.IN.O,clipper,cloud,2,midline,OP,IN,OP,clipper-launch / unusual-surface cube,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,clip:cloud/O.OUT.S,clipper,cloud,2,midline,OP,OUT,SAME,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],3,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,clip:cloud/O.OUT.O,clipper,cloud,2,midline,OP,OUT,OP,clipper-launch / unusual-surface cube,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],3,artifact,grammar-artifact,,"midline landing has one central target; opposite-side copy is a grammar artifact, not a distinct move"
1-DEX,cube,SELF:inside/S.IN.S,inside,inside,1,paired,SAME,IN,SAME,self-fiber / plain-paired cube,INSIDE > SAME IN [DEX] > SAME INSIDE [DEL],2,valid,existing,inside_around_the_world,named vertex off the reference fiber (structural name)
1-DEX,cube,SELF:inside/S.IN.O,inside,inside,1,paired,SAME,IN,OP,self-fiber / plain-paired cube,INSIDE > SAME IN [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
