base_id,symbolic_formula,dex1,dex2,dex3,launch_surface,terminal_surface,positional_reading,normalized_terminal,normalized_formula,equivalence_group,existing_matched_object,coarticulated_in_corpus,classification,same_wording_collapses,representation_confidence,notes
SOUT-SIN-SOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME IN,SAME OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ035,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SIN-SOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,SAME IN,SAME OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ036,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SIN-SOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,SAME IN,SAME OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ036,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SIN-OIN,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,SAME IN,OP IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ037,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SIN-OIN,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,SAME IN,OP IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ037,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SIN-OIN,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,SAME IN,OP IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],EQ038,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SIN-OIN,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,SAME IN,OP IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],EQ038,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SIN-OOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME IN,OP OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ039,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SIN-OOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME IN,OP OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ039,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SIN-OOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,SAME IN,OP OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ040,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SIN-OOUT,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,SAME IN,OP OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ040,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-SIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,SAME IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ041,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-SIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,SAME IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ041,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-SIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,SAME IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ042,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-SIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,SAME IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ042,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-SOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,SAME OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ043,triple_orbit,,A,,high,formula identity matches one active canonical trick
SOUT-SOUT-SOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,SAME OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ043,triple_orbit,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-SOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,SAME OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ044,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-SOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,SAME OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ044,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-OIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,OP IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ045,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-OIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,OP IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ045,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-OIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,OP IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],EQ046,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-OIN,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,OP IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],EQ046,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-OOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,OP OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ047,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-OOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,SAME OUT,OP OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ047,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-SOUT-OOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,OP OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ048,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-SOUT-OOUT,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,SAME OUT,OP OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ048,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-SIN,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,OP IN,SAME IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ049,fairy_double_pickup,,A,,high,formula identity matches one active canonical trick
SOUT-OIN-SIN,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,OP IN,SAME IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ049,fairy_double_pickup,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-SIN,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,OP IN,SAME IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ050,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-SIN,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,OP IN,SAME IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ050,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-SOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,OP IN,SAME OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ051,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-SOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,OP IN,SAME OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ051,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-SOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,OP IN,SAME OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ052,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-SOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,OP IN,SAME OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ052,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-OIN,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,OP IN,OP IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ053,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-OIN,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,OP IN,OP IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ053,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-OIN,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,OP IN,OP IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],EQ054,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-OIN,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,OP IN,OP IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],EQ054,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-OOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,OP IN,OP OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ055,fairy_double_leg_over|flog,,B,,high,formula identity carried by 2 active names
SOUT-OIN-OOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,OP IN,OP OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ055,fairy_double_leg_over|flog,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OIN-OOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,OP IN,OP OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ056,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OIN-OOUT,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,OP IN,OP OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ056,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-SIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,SAME IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ057,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-SIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,SAME IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ057,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-SIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,OP OUT,SAME IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ058,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-SIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],SAME OUT,OP OUT,SAME IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ058,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-SOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,SAME OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ059,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-SOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,SAME OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ059,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-SOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,OP OUT,SAME OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ060,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-SOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],SAME OUT,OP OUT,SAME OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ060,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-OIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,OP IN,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ061,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-OIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,OP IN,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ061,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-OIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,OP OUT,OP IN,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],EQ062,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-OIN,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],SAME OUT,OP OUT,OP IN,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],EQ062,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-OOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,OP OUT,toe,toe,SAME,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ063,fairy_eggbeater,,A,,high,formula identity matches one active canonical trick
SOUT-OOUT-OOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],SAME OUT,OP OUT,OP OUT,toe,toe,NEAR,SAME,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],EQ063,fairy_eggbeater,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
SOUT-OOUT-OOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,OP OUT,OP OUT,toe,toe,OP,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ064,,,D,,high,"distinct, representable formula; no active object at this identity"
SOUT-OOUT-OOUT,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],SAME OUT,OP OUT,OP OUT,toe,toe,FAR,OP,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],EQ064,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
OIN-SIN-SIN,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],OP IN,SAME IN,SAME IN,toe,toe,SAME,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ065,,,D,,high,"distinct, representable formula; no active object at this identity"
OIN-SIN-SIN,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],OP IN,SAME IN,SAME IN,toe,toe,NEAR,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],EQ065,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
OIN-SIN-SIN,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],OP IN,SAME IN,SAME IN,toe,toe,OP,OP,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ066,,,D,,high,"distinct, representable formula; no active object at this identity"
OIN-SIN-SIN,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],OP IN,SAME IN,SAME IN,toe,toe,FAR,OP,TOE > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],EQ066,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
OIN-SIN-SOUT,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],OP IN,SAME IN,SAME OUT,toe,toe,SAME,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ067,,,D,,high,"distinct, representable formula; no active object at this identity"
OIN-SIN-SOUT,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],OP IN,SAME IN,SAME OUT,toe,toe,NEAR,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],EQ067,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
OIN-SIN-SOUT,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],OP IN,SAME IN,SAME OUT,toe,toe,OP,OP,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ068,,,D,,high,"distinct, representable formula; no active object at this identity"
OIN-SIN-SOUT,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],OP IN,SAME IN,SAME OUT,toe,toe,FAR,OP,TOE > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],EQ068,,,C,yes,low,"FAR is receiver-distance wording for the OP terminal; collapses onto the OP reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
OIN-SIN-OIN,TOE > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],OP IN,SAME IN,OP IN,toe,toe,SAME,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ069,,,D,,high,"distinct, representable formula; no active object at this identity"
OIN-SIN-OIN,TOE > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],OP IN,SAME IN,OP IN,toe,toe,NEAR,SAME,TOE > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],EQ069,,,C,yes,low,"NEAR is receiver-distance wording for the SAME terminal; collapses onto the SAME reading, adding no representable distinction; any near/far distance beyond same/op is representation-ambiguous (E)"
