name,base,asserted_side,bucket,detail
Nuclear ss Whirl (Hurl),nuclear-whirl-hurl,same,D,base notation absent
Parkwalk (Pixie Same Side Butterfly),parkwalk-pixie-butterfly,same,D,base notation absent
Phasing ss Dyno,phasing-dyno,same,D,base notation absent
Phasing ss Mirage,phasing-mirage,same,D,base notation absent
Phasing near Swirl,phasing-swirl,same,D,base notation absent
Phasing ss Swirl,phasing-swirl,same,D,base notation absent
Phasing ss Swirl (Frankenstein),phasing-swirl-frankenstein,same,D,base notation absent
Pigbeater (Pixie op Eggbeater),pigbeater-pixie-eggbeater,far,D,base notation absent
Pixie Butterfly (same side),pixie-butterfly,same,D,base notation absent
Pixie far Butterfly,pixie-butterfly,far,D,base notation absent
Pixie near Butterfly,pixie-butterfly,same,D,base notation absent
Pixie ss Butterfly (Park Walk),pixie-butterfly-park-walk,same,D,base notation absent
Pixie ss Butterfly Swirl (Park Walk Swirl),pixie-butterfly-swirl-park-walk-swirl,same,D,base notation absent
Pixie ss Da Da Curve,pixie-da-da-curve,same,D,base notation absent
Pixie far DLO,pixie-dlo,far,D,base notation absent
Pixie ss DLO,pixie-dlo,same,D,base notation absent
Pixie far Double Down,pixie-double-down,far,D,base notation absent
Pixie near Double Down,pixie-double-down,same,D,base notation absent
Pixie ss Double Switchover,pixie-double-switchover,same,D,base notation absent
Pixie Drifter (same side),pixie-drifter,same,D,base notation absent
Pixie far Drifter,pixie-drifter,far,D,base notation absent
Pixie near Drifter,pixie-drifter,same,D,base notation absent
Pixie ss Drifter,pixie-drifter,same,D,base notation absent
Pixie ss Drifter (Catacomb),pixie-drifter-catacomb,same,D,base notation absent
Pixie Ducking far DLO,pixie-ducking-dlo,far,D,base notation absent
Pixie ss Dyno (Majello),pixie-dyno-majello,same,D,base notation absent
Pixie ss Grifter,pixie-grifter,same,D,base notation absent
Pixie Illusion (same side),pixie-illusion,same,D,base notation absent
Pixie Same Side Illusion,pixie-illusion,same,D,base notation absent
Pixie ss Illusion,pixie-illusion,same,D,base notation absent
Pixie ss Legover (Magellan),pixie-legover-magellan,same,D,base notation absent
Pixie ss Original Tap,pixie-original-tap,same,D,base notation absent
Pixie ss Osis (Maverick),pixie-osis-maverick,same,D,base notation absent
Pixie far Symp. Eggbeater,pixie-symp-eggbeater,far,D,base notation absent
Pixie ss Symposium Reverse Whirling XBD Rake,pixie-symposium-reverse-whirling-xbd-rake,same,D,base notation absent
Pixie op Toe / Toe ss Mirage,pixie-toe-toe-mirage,same,D,base notation absent
Pixie ss XBD Rake,pixie-xbd-rake,same,D,base notation absent
PLO (Pixie Legover) / Toe ss DLO,plo-pixie-legover-toe-dlo,same,D,base notation absent
Pogo ss Clipper,pogo-clipper,same,D,base notation absent
Pogo ss Flail,pogo-flail,same,D,base notation absent
Pogo ss Illusion,pogo-illusion,same,D,base notation absent
Pogo ss Legover,pogo-legover,same,D,base notation absent
Pogo far Mirage,pogo-mirage,far,D,base notation absent
Pogo ss Mirage,pogo-mirage,same,D,base notation absent
Pogo Nuclear far Double Down,pogo-nuclear-double-down,far,D,base notation absent
Pogo Paradox Blender (Pogo Op Blender),pogo-paradox-blender-pogo-blender,far,D,base notation absent
Pogo Paradox Da Da Curve (Pogo Op Da Da Curve),pogo-paradox-da-da-curve-pogo-da-da-curve,far,D,base notation absent
Pogo Paradox Torque (Pogo Op Torque),pogo-paradox-torque-pogo-torque,far,D,base notation absent
Pogo Paradox Whirling Swirl (Pogo Op Whirling Swirl),pogo-paradox-whirling-swirl-pogo-whirling-swirl,far,D,base notation absent
Pogo ss Symposium Mirage,pogo-symposium-mirage,same,D,base notation absent
Quantum far Double Down,quantum-double-down,far,D,base notation absent
Railing ss Butterfly,railing-butterfly,same,D,base notation absent
Railing ss Double Legover,railing-double-legover,same,D,base notation absent
Far Reverse Guay,reverse-guay,far,D,base notation absent
Reverse Magellan (Fairy Same Pickup),reverse-magellan-fairy-pickup,same,D,base notation absent
Far Reverse Swirl,reverse-swirl,far,D,base notation absent
Far Reverse Whirl,reverse-whirl,far,D,base notation absent
Reverse Whirl (same side),reverse-whirl,same,D,base notation absent
Ripwalk (Stepping Opposite Side Butterfly),ripwalk-stepping-butterfly,far,D,base notation absent
Sailing ss Butterfly (Sail Down),sailing-butterfly-sail-down,same,D,base notation absent
Sailing ss DLO (Fracture),sailing-dlo-fracture,same,D,base notation absent
Sailing ss Double Legover,sailing-double-legover,same,D,base notation absent
Sailing ss Illusion,sailing-illusion,same,D,base notation absent
Shooting far Double Down,shooting-double-down,far,D,base notation absent
Slaying ss Flail,slaying-flail,same,D,base notation absent
Slaying ss Symposium Mirage,slaying-symposium-mirage,same,D,base notation absent
Slicing far Butterfly,slicing-butterfly,far,D,base notation absent
Smear>Fairy ss [Legover/Pickup],smear-fairy-legover-pickup,same,D,base notation absent
Smear (Pixie op Mirage),smear-pixie-mirage,far,D,base notation absent
Smiling Far Butterfly,smiling-butterfly,far,D,base notation absent
Smog (Pixie op DLO),smog-pixie-dlo,far,D,base notation absent
Spinning Diving near Symp. Whirl,spinning-diving-symp-whirl,same,D,base notation absent
Spinning far Double Down,spinning-double-down,far,D,base notation absent
Spinning near Double Down,spinning-double-down,same,D,base notation absent
Spinning Ducking far Symp.Torque,spinning-ducking-symp-torque,far,D,base notation absent
Spinning Ducking far Symp. Whirl,spinning-ducking-symp-whirl,far,D,base notation absent
Spinning far Miraging Symp. Miraging Refraction,spinning-miraging-symp-miraging-refraction,far,D,base notation absent
Spinning far Miraging Symp. Torque,spinning-miraging-symp-torque,far,D,base notation absent
Spinning far Motion,spinning-motion,far,D,base notation absent
Spinning near Symp. Flux,spinning-symp-flux,same,D,base notation absent
Spinning far Symp. Torque,spinning-symp-torque,far,D,base notation absent
Spinning near Symp. Torque,spinning-symp-torque,same,D,base notation absent
Spinning far Symp. Whirl,spinning-symp-whirl,far,D,base notation absent
Spinning far Symp. Whirling Swirl,spinning-symp-whirling-swirl,far,D,base notation absent
Splicing ss Blender,splicing-blender,same,D,base notation absent
Splicing ss Blender (Liquifier),splicing-blender-liquifier,same,D,base notation absent
Stepping far DLO,stepping-dlo,far,D,base notation absent
Stepping far Double Down,stepping-double-down,far,D,base notation absent
Stepping near Double Down,stepping-double-down,same,D,base notation absent
Stepping Drifter (same side),stepping-drifter,same,D,base notation absent
Stepping near Drifter,stepping-drifter,same,D,base notation absent
Stepping Ducking far Double Down,stepping-ducking-double-down,far,D,base notation absent
Stepping Ducking Far Double Over Down,stepping-ducking-double-over-down,far,D,base notation absent
Stepping Ducking far Grifter,stepping-ducking-grifter,far,D,base notation absent
Stepping Ducking Far Motion,stepping-ducking-motion,far,D,base notation absent
Stepping Ducking far Swivel,stepping-ducking-swivel,far,D,base notation absent
Stepping Ducking far Symp. Eggbeater,stepping-ducking-symp-eggbeater,far,D,base notation absent
Stepping Far Motion,stepping-motion,far,D,base notation absent
Stepping far Symp. Double Down,stepping-symp-double-down,far,D,base notation absent
Stepping far Symp. Whirl,stepping-symp-whirl,far,D,base notation absent
Stepping near Torque,stepping-torque,same,D,base notation absent
Surfing ss Blender,surfing-blender,same,D,base notation absent
Surfing ss Pickup,surfing-pickup,same,D,base notation absent
Surfing ss Swivel (Serval),surfing-swivel-serval,same,D,base notation absent
Surging far Double Down,surging-double-down,far,D,base notation absent
Surging ss Osis (Nobius),surging-osis-nobius,same,D,base notation absent
Symp. Atomic far Butterfly,symp-atomic-butterfly,far,D,base notation absent
Symp Illusion (same side),symp-illusion,same,D,base notation absent
Symp Mirage (same side),symp-mirage,same,D,base notation absent
Symp. Miraging far Mirage,symp-miraging-mirage,far,D,base notation absent
Symp Swirl (op),symp-swirl,far,D,base notation absent
Symp Whirl (same side),symp-whirl,same,D,base notation absent
Symp. Whirling far Mirage,symp-whirling-mirage,far,D,base notation absent
Symple Butterfly (same side),symple-butterfly,same,D,base notation absent
Symple Reverse Swirl (far),symple-reverse-swirl,far,D,base notation absent
Symple Reverse Swirl (same side),symple-reverse-swirl,same,D,base notation absent
Symple Swirl (far),symple-swirl,far,D,base notation absent
Symple Swirl (same side),symple-swirl,same,D,base notation absent
Tapping (Atomic same side),tapping-atomic,same,D,base notation absent
Terraging Opposite Clipper,terraging-clipper,far,D,base notation absent
Terraging Same Clipper,terraging-clipper,same,D,base notation absent
Terraging near Clipper,terraging-clipper,same,D,base notation absent
Terraging ss Clipper (Terawhirl),terraging-clipper-terawhirl,same,D,base notation absent
Terraging ss Illusion,terraging-illusion,same,D,base notation absent
Terraging ss Legover,terraging-legover,same,D,base notation absent
Terraging ss Mirage,terraging-mirage,same,D,base notation absent
Toe near Barrage,toe-barrage,same,D,base notation absent
Toe far Double Down,toe-double-down,far,D,base notation absent
Toe near Double Down,toe-double-down,same,D,base notation absent
Toe midtime near Whirr,toe-midtime-whirr,same,D,base notation absent
Toe set ss Triple Over Down,toe-set-triple-over-down,same,D,base notation absent
Toe far Symp. Double Down,toe-symp-double-down,far,D,base notation absent
Toe near Symp. Double Down,toe-symp-double-down,same,D,base notation absent
Toe ss Symp Swirl,toe-symp-swirl,same,D,base notation absent
Toe near Triage,toe-triage,same,D,base notation absent
Torque (Stepping Opposite Osis),torque-stepping-osis,far,D,base notation absent
Far Triple Over Down,triple-over-down,far,D,base notation absent
Twinspinning ss Mirage,twinspinning-mirage,same,D,base notation absent
Twisting near Osis,twisting-osis,same,D,base notation absent
Twisting near Pickup,twisting-pickup,same,D,base notation absent
Twisting near Toe,twisting-toe,same,D,base notation absent
Far Whirling Bent Symposium Swirling Osis,whirling-bent-symposium-swirling-osis,far,D,base notation absent
Whirling near Whip,whirling-whip,same,D,base notation absent
Wonton ss Symposium Mirage,wonton-symposium-mirage,same,D,base notation absent
Zipper Stepping Op Butterfly Zipper,zipper-stepping-butterfly-zipper,far,D,base notation absent
Zulu Far Clipper (Red Ribbon),zulu-clipper-red-ribbon,far,D,base notation absent
Zulu Far Legover,zulu-legover,far,D,base notation absent
Zulu Far Pickup,zulu-pickup,far,D,base notation absent
