layer,launch_surface,dex,movement_steps,scored_events,terminal_surface,add,symbolic_formula,structural_family,classification,name,notes
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME toe,2,CLIP > SAME IN [DEX] > SAME TOE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP toe,2,CLIP > SAME IN [DEX] > OP TOE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME toe,2,CLIP > SAME OUT [DEX] > SAME TOE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP toe,2,CLIP > SAME OUT [DEX] > OP TOE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],SAME toe,2,CLIP > OP IN [DEX] > SAME TOE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],OP toe,2,CLIP > OP IN [DEX] > OP TOE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME toe,2,CLIP > OP OUT [DEX] > SAME TOE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP toe,2,CLIP > OP OUT [DEX] > OP TOE [DEL],clipper-launch / plain-paired cube,existing-another-name,bubba,"coordinate realized under an opaque folk name, not its structural description"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME inside,2,CLIP > SAME IN [DEX] > SAME INSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP inside,2,CLIP > SAME IN [DEX] > OP INSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME inside,2,CLIP > SAME OUT [DEX] > SAME INSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP inside,2,CLIP > SAME OUT [DEX] > OP INSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],SAME inside,2,CLIP > OP IN [DEX] > SAME INSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],OP inside,2,CLIP > OP IN [DEX] > OP INSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME inside,2,CLIP > OP OUT [DEX] > SAME INSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP inside,2,CLIP > OP OUT [DEX] > OP INSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME outside,2,CLIP > SAME IN [DEX] > SAME OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP outside,2,CLIP > SAME IN [DEX] > OP OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME outside,2,CLIP > SAME OUT [DEX] > SAME OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP outside,2,CLIP > SAME OUT [DEX] > OP OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],SAME outside,2,CLIP > OP IN [DEX] > SAME OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],OP outside,2,CLIP > OP IN [DEX] > OP OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME outside,2,CLIP > OP OUT [DEX] > SAME OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP outside,2,CLIP > OP OUT [DEX] > OP OUTSIDE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME knee,2,CLIP > SAME IN [DEX] > SAME KNEE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP knee,2,CLIP > SAME IN [DEX] > OP KNEE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME knee,2,CLIP > SAME OUT [DEX] > SAME KNEE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP knee,2,CLIP > SAME OUT [DEX] > OP KNEE [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],SAME knee,2,CLIP > OP IN [DEX] > SAME KNEE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],OP knee,2,CLIP > OP IN [DEX] > OP KNEE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME knee,2,CLIP > OP OUT [DEX] > SAME KNEE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP knee,2,CLIP > OP OUT [DEX] > OP KNEE [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME shoulder,2,CLIP > SAME IN [DEX] > SAME SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP shoulder,2,CLIP > SAME IN [DEX] > OP SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME shoulder,2,CLIP > SAME OUT [DEX] > SAME SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP shoulder,2,CLIP > SAME OUT [DEX] > OP SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],SAME shoulder,2,CLIP > OP IN [DEX] > SAME SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],OP shoulder,2,CLIP > OP IN [DEX] > OP SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME shoulder,2,CLIP > OP OUT [DEX] > SAME SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP shoulder,2,CLIP > OP OUT [DEX] > OP SHOULDER [DEL],clipper-launch / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],head,2,CLIP > SAME IN [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],head,2,CLIP > SAME IN [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],head,2,CLIP > SAME OUT [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],head,2,CLIP > SAME OUT [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],head,2,CLIP > OP IN [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],head,2,CLIP > OP IN [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],head,2,CLIP > OP OUT [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],head,2,CLIP > OP OUT [DEX] > HEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],forehead,2,CLIP > SAME IN [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],forehead,2,CLIP > SAME IN [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],forehead,2,CLIP > SAME OUT [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],forehead,2,CLIP > SAME OUT [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],forehead,2,CLIP > OP IN [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],forehead,2,CLIP > OP IN [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],forehead,2,CLIP > OP OUT [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],forehead,2,CLIP > OP OUT [DEX] > FOREHEAD [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],neck,2,CLIP > SAME IN [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],neck,2,CLIP > SAME IN [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],neck,2,CLIP > SAME OUT [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],neck,2,CLIP > SAME OUT [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],neck,2,CLIP > OP IN [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],neck,2,CLIP > OP IN [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],neck,2,CLIP > OP OUT [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],neck,2,CLIP > OP OUT [DEX] > NECK [DEL],clipper-launch / plain-midline square,grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],peak,2,CLIP > SAME IN [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [DEL],peak,2,CLIP > SAME IN [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],peak,2,CLIP > SAME OUT [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],peak,2,CLIP > SAME OUT [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],peak,2,CLIP > OP IN [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [DEL],peak,2,CLIP > OP IN [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],peak,2,CLIP > OP OUT [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [DEL],peak,2,CLIP > OP OUT [DEX] > PEAK [DEL],clipper-launch / plain-midline square,grammar-uncertain,,peak surface unresolved (apex vs timing marker)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [XBD][DEL],SAME clipper,3,CLIP > SAME IN [DEX] > SAME CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [XBD][DEL],OP clipper,3,CLIP > SAME IN [DEX] > OP CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [XBD][DEL],SAME clipper,3,CLIP > SAME OUT [DEX] > SAME CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [XBD][DEL],OP clipper,3,CLIP > SAME OUT [DEX] > OP CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [XBD][DEL],SAME clipper,3,CLIP > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [XBD][DEL],OP clipper,3,CLIP > OP IN [DEX] > OP CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [XBD][DEL],SAME clipper,3,CLIP > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [XBD][DEL],OP clipper,3,CLIP > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],clipper-launch / cross-body lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],SAME heel,3,CLIP > SAME IN [DEX] > SAME HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],OP heel,3,CLIP > SAME IN [DEX] > OP HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],SAME heel,3,CLIP > SAME OUT [DEX] > SAME HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],OP heel,3,CLIP > SAME OUT [DEX] > OP HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],SAME heel,3,CLIP > OP IN [DEX] > SAME HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],OP heel,3,CLIP > OP IN [DEX] > OP HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],SAME heel,3,CLIP > OP OUT [DEX] > SAME HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],OP heel,3,CLIP > OP OUT [DEX] > OP HEEL [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],SAME sole,3,CLIP > SAME IN [DEX] > SAME SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],OP sole,3,CLIP > SAME IN [DEX] > OP SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],SAME sole,3,CLIP > SAME OUT [DEX] > SAME SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],OP sole,3,CLIP > SAME OUT [DEX] > OP SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],SAME sole,3,CLIP > OP IN [DEX] > SAME SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],OP sole,3,CLIP > OP IN [DEX] > OP SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],SAME sole,3,CLIP > OP OUT [DEX] > SAME SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],OP sole,3,CLIP > OP OUT [DEX] > OP SOLE [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > SAME IN [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME IN,SAME IN [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > SAME IN [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > SAME OUT [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,cross-body launch forecloses the SAME dex-side face (bag control)
1-dex,clipper,SAME OUT,SAME OUT [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > SAME OUT [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP IN,OP IN [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,clipper,OP OUT,OP OUT [DEX],[DEX] + [UNS][DEL],cloud,3,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],clipper-launch / unusual-surface lifted cube (grade 3),grammar-blocked,,midline landing: terminal-side axis dead (duplicate vertex)
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME inside,2,INSIDE > SAME IN [DEX] > SAME INSIDE [DEL],self-fiber / plain-paired cube,existing,inside_around_the_world,named vertex off the toe fiber (structural name)
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP inside,2,INSIDE > SAME IN [DEX] > OP INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME inside,2,INSIDE > SAME OUT [DEX] > SAME INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP inside,2,INSIDE > SAME OUT [DEX] > OP INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],SAME inside,2,INSIDE > OP IN [DEX] > SAME INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],OP inside,2,INSIDE > OP IN [DEX] > OP INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME inside,2,INSIDE > OP OUT [DEX] > SAME INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP inside,2,INSIDE > OP OUT [DEX] > OP INSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME outside,2,OUTSIDE > SAME IN [DEX] > SAME OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP outside,2,OUTSIDE > SAME IN [DEX] > OP OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
