name,section,current_bucket,primary,flags,next_action,rationale,provisional_add,decomposition
Nuclear ss Butterfly (Barfry),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Dyno,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Dyno (Godzilla),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Guay,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Reverse Guay,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Reverse Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation; reading determined,all operators settled; compression-ambiguity flag is stale,,
Nuclear ss Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Nuclear ss Whirl (Hurl),frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Paradox Blurry Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Barrage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Blender,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Butterfly,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Clipper,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo DLO,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Da Da Curve,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Drifter,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Eggbeater,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Motion,frontier,Needs Authoring (frontier),Doctrine Blocked,,Red ruling / operator definition pending: motion,undefined or open-doctrine operator (motion),,
Pogo Paradox Blender (Pogo Op Blender),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Da Da Curve (Pogo Op Da Da Curve),frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo Paradox Torque (Pogo Op Torque),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Paradox Whirling Swirl (Pogo Op Whirling Swirl),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Torque,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Whirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo Whirling Swirl,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo far Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,,
Pogo ss Clipper,frontier,Needs Authoring (frontier),Parser Limitation,positional_variant,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Pogo ss Flail,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Pogo ss Symposium Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Quantum Reverse Guay,frontier,Needs Authoring (frontier),Parser Limitation,,Resolve terminal/directional notation syntax,genuine parser gap (parser-ambiguity),,
Shooting Barfly (Porn Star),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Eggbeater (Red Wetter),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting Gyro Mirage (Cyclone),frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Clipper,frontier,Needs Authoring (frontier),Parser Limitation,positional_variant,Resolve terminal/directional notation syntax,genuine parser gap (ambiguous-terminal-mechanic),,
Shooting ss Illusion,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Legover,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Shooting ss Pickup,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Spyro Gyro,frontier,Needs Authoring (frontier),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,2,gyro(+1) + spyro(1) = 2
Symp. Illusioning Illusioning Mirage,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation; tokens now settled,every token resolves to a settled operator; flag is stale,,
Symposium Furious Legover,frontier,Needs Authoring (frontier),Ready for Authoring,,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Terraging Opposite Clipper,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Terraging Same Clipper,frontier,Needs Authoring (frontier),Ready for Authoring,duplicate_or_alias_candidate,Author operational notation + ADD,"settled operators; structure understood, notation not yet written",,
Toe near Barrage,frontier,Needs Authoring (frontier),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,barrage(3) = 3
Pixie Miraging Symposium Miraging Legover,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,6,pixie(+1) + miraging(+1) + symposium(+1) + miraging(+1) + legover(2) = 6
Spinning far Miraging Symp. Miraging Refraction,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + miraging(+1) + symposium(+1) + miraging(+1) + refraction(3) = 7
