trick_name,source,external_formula,external_add,formula_status,blocker_type,why_observational,wave2_dependency,safe_to_publish,notes
Tutifruti,footbagmoves,Frootie Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: frootie,false,false,for observational listing only; not canonical promotion
Vertigo,footbagmoves,Ducking Paradox Drifter,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Wentletrappe,footbagmoves,Fyro Double Legover,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: fyro,false,false,for observational listing only; not canonical promotion
Alex Zerbe is the greatest,footbagmoves,Spyro Symple Drifter,4,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: spyro,symple",false,false,for observational listing only; not canonical promotion
Arcwalk,footbagmoves,Arctic Butterfly,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: arctic,false,false,for observational listing only; not canonical promotion
84,footbagmoves,Wiggle Butterfly,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: wiggle,false,false,for observational listing only; not canonical promotion
Amadeus,footbagmoves,Gyro Dada Curve,5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: dada,curve",false,false,for observational listing only; not canonical promotion
Avalanche,footbagmoves,Stepping Ducking Pdx Illusion,5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: pdx,false,false,for observational listing only; not canonical promotion
Bedwetter,footbagmoves,Blurry Eggbeater,5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Arch Nemesis,footbagmoves,Barraging ss Double Double Down,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Atom Bomb,footbagmoves,Flailing Symposium Mirage,6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Bill & Ted`s Bogus Journey,footbagmoves,Flailing ss Symposium Double Legover,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flailing,false,false,for observational listing only; not canonical promotion
Blurrage,footbagmoves,Blurry Barrage,6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Compound Fracture,footbagmoves,Railing ss Double Legover,6,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Atomotion,footbagmoves,Atomic Motion,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: motion,false,false,for observational listing only; not canonical promotion
Big Papa Smurf,footbagmoves,Surfing ss Blender,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: surfing,false,false,for observational listing only; not canonical promotion
Bill & Ted`s Excellent Adventure,footbagmoves,Flailing ss Symposium Eggbeater,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flailing,false,false,for observational listing only; not canonical promotion
Blurry Chainsaw Massacre,footbagmoves,Blurry Illusioning Paradox Symposium Eggbeater,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Chainsaw Massacre,footbagmoves,Bubba Paradox Symposium Eggbeater,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Dorshanatrix,footbagmoves,Railing Symposium Mirage,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Floatation,footbagmoves,Floating Butterfly,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: floating,false,false,for observational listing only; not canonical promotion
Flying Fish,footbagmoves,Railing Ducking Mirage,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Gangsta Party,footbagmoves,Spinning Ducking Paradox Blender,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Genesis,footbagmoves,Furious Whirl,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Genuphobia,footbagmoves,Fairy Spyro Symposium Torque,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Icarus,footbagmoves,Atomic Ducking Torque,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Kyttyrä,footbagmoves,Far Whirling Bent Symposium Swirling Osis,7,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: bent,swirling",false,false,for observational listing only; not canonical promotion
Liquifier,footbagmoves,Splicing ss Blender,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: splicing,false,false,for observational listing only; not canonical promotion
Moirius,footbagmoves,Spyro Symposium Torquescrew,7,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: spyro,torquescrew",false,false,for observational listing only; not canonical promotion
Nebula,footbagmoves,Furious Double Legover,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Nemesis Swirl,footbagmoves,Barraging Barfly Swirl,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Odula,footbagmoves,Blurry Zulu Blender,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Oh Wheely,footbagmoves,Nuclear Nova,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: nova,false,false,for observational listing only; not canonical promotion
Rage,footbagmoves,Furious Symposium Mirage,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Rail Warrior,footbagmoves,Railing Ducking Butterfly,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: railing,false,false,for observational listing only; not canonical promotion
Redwetter,footbagmoves,Shooting Eggbeater,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: shooting,false,false,for observational listing only; not canonical promotion
Sasquatch,footbagmoves,Blurry Symposium Whirling XBD Rake,7,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Super Ego,footbagmoves,Atomic Ducking Blender,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Superdeeduperfly,footbagmoves,Spinning Ducking Symposium Double Over Down,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Swirlwind,footbagmoves,Spinning Paradox Symposium Whirling Swirl,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Syberian Express,footbagmoves,Stepping Ducking Far Motion,7,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: motion,false,false,for observational listing only; not canonical promotion
Warp,footbagmoves,Warping Mirage,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Your Mom,footbagmoves,Atomic os Symposium Double Over Down,7,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Your Sister,footbagmoves,Flailing ss Symposium Double Over Down,8,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Carousel,footbagmoves,Surging Ducking Paradox Symposium Whirling Rake,9,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: rake,false,false,for observational listing only; not canonical promotion
Alpine Pigbeater,footbagmoves,Pixie Eggbeager (ducking) (op),5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: eggbeager,false,false,for observational listing only; not canonical promotion
Alpine Smog,footbagmoves,Pixie DLO (op) (ducking),5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: dlo,false,false,for observational listing only; not canonical promotion
BS Magellan,footbagmoves,Pixie Legover (ss) (symp),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
BS Paste,footbagmoves,Pixie Pickup (op) (symp),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Blink,footbagmoves,Swirling Toe (op) (rev),2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DDD,footbagmoves,Double down (ss),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: down,false,false,for observational listing only; not canonical promotion
DSO,footbagmoves,Legover (double) (op),3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DSO,footbagmoves,Legover (double) (op),3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Diving Clipper,footbagmoves,Diving Clipper (ss),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Double Spinning Clipper,footbagmoves,Double Spinning Clipper (op),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Double Spinning Clipper,footbagmoves,Double Spinning Clipper (op),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Enterrage,footbagmoves,Terraging Legover (op),4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Fairy DLO (ss),footbagmoves,Fairy DLO (ss),4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fairy Legover (ss),footbagmoves,Fairy Legover (ss),3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fairy Pickup (ss),footbagmoves,Fairy Pickup (ss),3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fracture,footbagmoves,Sailing DLO (ss),5,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: sailing,dlo",false,false,for observational listing only; not canonical promotion
Genesis,footbagmoves,Barraging Whirl (op),6,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Grifter,footbagmoves,Grifter (ss),3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Grifter,footbagmoves,Grifter (ss),3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Gyro Symp Swirl,footbagmoves,Spinning Swirl (ss) (symp),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Gyro Toe,footbagmoves,Gyro Toe (op),2,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: toe,false,false,for observational listing only; not canonical promotion
Inspinning Clipper,footbagmoves,Inspinning Clipper (op),4,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: inspinning,clipper",false,false,for observational listing only; not canonical promotion
Inspinning Osis,footbagmoves,Inspinning Osis (op),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: inspinning,false,false,for observational listing only; not canonical promotion
Janiwalker,footbagmoves,Barraging Butterfly (op),5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Janiwalker,footbagmoves,Barraging Butterfly (op),5,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Locomotion,footbagmoves,Stepping Motion (far),6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Locomotion,footbagmoves,Stepping Motion (far),6,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Merlin,footbagmoves,Miraging Symp Mirage (op),4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Pixie DSO (ss),footbagmoves,Pixie DSO (ss),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: dso,false,false,for observational listing only; not canonical promotion
Ripped Warrior,footbagmoves,Stepping Butterfly (ducking) (op),5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Solestice,footbagmoves,Osis Flapper,4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: flapper,false,false,for observational listing only; not canonical promotion
Spinning Symp Swirl,footbagmoves,Spinning Swirl (op) (symp),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Stepping Clipper,footbagmoves,Stepping Clipper (ss),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Symp Eggbeater,footbagmoves,Eggbeater (op) (symp),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Symp Eggbeater,footbagmoves,Eggbeater (op) (symp),4,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Symp Swirl (op),footbagmoves,Swirl (symp) (op),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Symp Whirling Swirl,footbagmoves,Whirling Swirl (ss) (symp),5,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: symp,false,false,for observational listing only; not canonical promotion
Toe Ducking Legover,footbagmoves,Toe Ducking Legover (op),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: toe,false,false,for observational listing only; not canonical promotion
Toe Gyro Mirage,footbagmoves,Toe Spinning Mirage (ss),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: toe,false,false,for observational listing only; not canonical promotion
Toe Spinning Toe,footbagmoves,Toe Spinning Toe (op),2,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: toe,toe",false,false,for observational listing only; not canonical promotion
Void,footbagmoves,Spinning Drifter (op),5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Void,footbagmoves,Spinning Drifter (op),5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whirr,footbagmoves,Whirl (ss) (double),4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whirr,footbagmoves,Whirl (ss) (double),4,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Zulu Clipper,footbagmoves,Diving Clipper (op),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Zulu Clipper,footbagmoves,Diving Clipper (op),3,observational_formula,partial_vocabulary_recognition,some tokens IFPA-unrecognized: clipper,false,false,for observational listing only; not canonical promotion
Archnemesis,passback,Barraging near Double Down,4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Atom Bomb,passback,"Flailing far Symp. Mirage, Full Symp. Atomsmasher",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Big Applesauce,passback,Spinning far Miraging Symp. Torque,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Big Orange,passback,"Spinning near Symp. Flux, Rev. Big Apple",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Blackula,passback,"Toe near Symp. Double Down, Symp DOD",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Bling Blang,passback,(uptime) Whirling near Whip,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Blink,passback,(downtime) Twisting near Toe,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Blurtigo,passback,Stepping Ducking far Drifter,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Cardinal Swirl,passback,triple-dex Swirl,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Chainsaw Massacre,passback,"(downtime) Illusioning Symp. Illusioning Legover, (downtime) Illusioning Symp. Eggbeater",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Cheese Processor,passback,Surging Ducking far Blender,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Cloud,passback,"Calf Stall w/ leg in ""Whirl"" position",,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Clownface,passback,Barraging far Eggbeater,4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Creature,passback,(downtime) Miraging Symp. Illusion,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DATW/Double ATW,passback,double-dex ATW,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Delusion,passback,double-dex Illusion,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
"DLO (""dee-ell-oh"")",passback,(downtime) Miraging far Legover,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DOD/Double Over Down,passback,Toe near Double Down,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Dolomite,passback,Toe far Symp. Double Down,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Double Down,passback,double-dex Butterfly,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Dragon,passback,Xbd Outside Stall,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DSO,passback,double-dex Legover,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
E-Walk,passback,Frantic op Butterfly,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Ego,passback,Atomic far Blender,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Enterrage,passback,"Terraging Legover, (midtime) Toe near Flurry",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Fairy (archaic),passback,Midtime Toe near Illusion,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Fairy Beater,passback,Fairy far Butterfly,2,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fear,passback,Fairy far Mirage,2,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fission,passback,Barraging far Illusion,3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Flux,passback,(downtime) Illusioning far Osis,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Frankenstein,passback,"Fairy near Swirling near Swirl, Phasing near Swirl, Fairy Ripstein",3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Fudge,passback,Fairy far Illusion,2,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Gangsta Party,passback,Spinning Ducking far Blender,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Gary Coleman,passback,"BS Reactor, Atomic far Symp. Whirl",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Genesis,passback,Barraging far Whirl,3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Ghost,passback,Whirling Rake,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Goliath,passback,"Pixie Ducking far DLO, Alpine Smog",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Green Eggs and Ham,passback,Stepping Ducking far Swivel,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Grifter,passback,(downtime) Illusioning far Clipper,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Heart,passback,Frantic far Double Down Swirl,5,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Icarus,passback,Atomic Ducking far Torque,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Id,passback,"Atomic Ducking far Double Down, Alpine Fusion",,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Jackknife,passback,"Stepping Diving ss Butterfly, Alpine Sidewalk",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
"Janiwalker (""johnny walker"")",passback,Barraging far Butterfly,3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Kilo,passback,Miraging Kilo,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
King Koopa,passback,"Spinning Ducking far Symp.Torque, Alpine Super Mario",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Lawn Moir,passback,Slicing far Butterfly,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Locomotion,passback,Stepping far Motion,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Maelstrom,passback,"Spinning Ducking far Whirl, Alpine Spinning Whirl, Spinning Tomahawk",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Mama Curve,passback,(downtime) Illusioning far Symp. Butterfly,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Massacre,passback,(downtime) Illusioning Flail,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Merlin,passback,(downtime) Miraging Symp.Mirage,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Moby Dick,passback,"Mobiusscrew, Gyro Torquescrew",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Mofly,passback,(downtime) Miraging far Symp. Double Down,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Monster,passback,Symp. Swirling Gyro Inside,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Morpheus,passback,"Spinning Ducking far Drifter, Alpine Void",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Mortal Kombat,passback,Stepping Ducking far Grifter,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Motion Sickness,passback,Spinning far Motion,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Nallegam,passback,Fairy near Pickup,2,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Nebula,passback,Barraging far DLO,4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Nemosis,passback,"Barraging far Motion, Nemesis Osis",4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Pandemonium,passback,"Pixie far Symp. Eggbeater, BS Pigbeater",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Paratoxic,passback,Pdx. Toxic,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Phobia,passback,"Fairy Mobius, Fairy Gyro Torque",2,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Pixie (archaic),passback,Midtime Toe near Mirage,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Porque,passback,Pixie Torque,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Quark,passback,Quantum far Torque,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Rage,passback,"BS Fury, (uptime) Baragging far Symp. Mirage",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Rake,passback,Toe Stall dragged from Xbd position,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Revstein,passback,double-dex Twist,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Ripped Warrior,passback,"Stepping Ducking Butterfly, Alpine Ripwalk",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Rotor,passback,(downtime) Swirling Gyro Inside Stall,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Shaft,passback,"Clipper near Symp. Double Down, Symp. DDD",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Sidewinder,passback,"Fairy Spinning near Barraging far Buterfly, Fairy Gyro Janiwalker",4,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Skullsmasher,passback,"Atomic Ducking far Mirage, Alpine Atomsmasher",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
